Data_Type,dt_time,Location,Business Unit,Interval_Hrs,Call_Volume,AHT_Secs,ASA_Secs,ASA_Target_Secs,Actual_SL,Service Level Target,Shrinkage,Occupancy_Target,Positions_No_Shrinkage,Positions_With_Shrinkage,service_level,occupancy,waiting_probability,Labor Hours Needed - Post Shrinkage Occ
Historical,2025-01-12 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-12 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-12 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-12 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-12 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-13 07:00:00,TOTAL,Answerlink,1.0,12,630.66,0.0,30.0,,0.8,0.21,0.85,4,6,0.82,0.53,0.2,6.0
Historical,2025-01-13 08:00:00,TOTAL,Answerlink,1.0,28,529.87,0.0,30.0,,0.8,0.21,0.85,7,9,0.87,0.59,0.15,9.0
Historical,2025-01-13 09:00:00,TOTAL,Answerlink,1.0,45,803.39,0.0,30.0,,0.8,0.21,0.85,14,18,0.85,0.72,0.18,18.0
Historical,2025-01-13 10:00:00,TOTAL,Answerlink,1.0,37,661.0,0.0,30.0,,0.8,0.21,0.85,10,13,0.83,0.68,0.19,13.0
Historical,2025-01-13 11:00:00,TOTAL,Answerlink,1.0,46,555.87,0.0,30.0,,0.8,0.21,0.85,11,14,0.89,0.65,0.13,14.0
Historical,2025-01-13 12:00:00,TOTAL,Answerlink,1.0,39,627.83,0.0,30.0,,0.8,0.21,0.85,10,13,0.83,0.68,0.19,13.0
Historical,2025-01-13 13:00:00,TOTAL,Answerlink,1.0,38,683.97,0.0,30.0,,0.8,0.21,0.85,11,14,0.88,0.66,0.14,14.0
Historical,2025-01-13 14:00:00,TOTAL,Answerlink,1.0,38,422.34,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.64,0.21,9.0
Historical,2025-01-13 15:00:00,TOTAL,Answerlink,1.0,41,708.89,0.0,30.0,,0.8,0.21,0.85,12,16,0.88,0.67,0.15,16.0
Historical,2025-01-13 16:00:00,TOTAL,Answerlink,1.0,25,724.94,0.0,30.0,,0.8,0.21,0.85,8,11,0.85,0.63,0.17,11.0
Historical,2025-01-13 17:00:00,TOTAL,Answerlink,1.0,11,588.64,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.45,0.13,6.0
Historical,2025-01-13 18:00:00,TOTAL,Answerlink,1.0,5,1134.83,0.0,30.0,,0.8,0.21,0.85,4,6,0.92,0.39,0.09,6.0
Historical,2025-01-13 19:00:00,TOTAL,Answerlink,1.0,3,353.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.15,0.04,3.0
Historical,2025-01-13 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-13 21:00:00,TOTAL,Answerlink,1.0,1,272.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.08,0.08,2.0
Historical,2025-01-13 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-13 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-14 07:00:00,TOTAL,Answerlink,1.0,6,395.84,0.0,30.0,,0.8,0.21,0.85,2,3,0.85,0.33,0.16,3.0
Historical,2025-01-14 08:00:00,TOTAL,Answerlink,1.0,20,717.06,0.0,30.0,,0.8,0.21,0.85,7,9,0.88,0.57,0.13,9.0
Historical,2025-01-14 09:00:00,TOTAL,Answerlink,1.0,32,476.42,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.6,0.17,9.0
Historical,2025-01-14 10:00:00,TOTAL,Answerlink,1.0,47,673.48,0.0,30.0,,0.8,0.21,0.85,13,17,0.89,0.68,0.14,17.0
Historical,2025-01-14 11:00:00,TOTAL,Answerlink,1.0,45,575.57,0.0,30.0,,0.8,0.21,0.85,11,14,0.88,0.65,0.14,14.0
Historical,2025-01-14 12:00:00,TOTAL,Answerlink,1.0,55,585.89,0.0,30.0,,0.8,0.21,0.85,13,17,0.88,0.69,0.15,17.0
Historical,2025-01-14 13:00:00,TOTAL,Answerlink,1.0,45,546.27,0.0,30.0,,0.8,0.21,0.85,10,13,0.83,0.68,0.2,13.0
Historical,2025-01-14 14:00:00,TOTAL,Answerlink,1.0,44,581.9,0.0,30.0,,0.8,0.21,0.85,11,14,0.89,0.65,0.13,14.0
Historical,2025-01-14 15:00:00,TOTAL,Answerlink,1.0,35,545.35,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.66,0.22,11.0
Historical,2025-01-14 16:00:00,TOTAL,Answerlink,1.0,13,649.65,0.0,30.0,,0.8,0.21,0.85,5,7,0.91,0.47,0.1,7.0
Historical,2025-01-14 17:00:00,TOTAL,Answerlink,1.0,14,780.68,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.51,0.1,8.0
Historical,2025-01-14 18:00:00,TOTAL,Answerlink,1.0,5,718.57,0.0,30.0,,0.8,0.21,0.85,3,4,0.92,0.33,0.09,4.0
Historical,2025-01-14 19:00:00,TOTAL,Answerlink,1.0,3,407.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-01-14 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-14 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-14 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-14 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-15 07:00:00,TOTAL,Answerlink,1.0,5,536.6,0.0,30.0,,0.8,0.21,0.85,2,3,0.81,0.37,0.2,3.0
Historical,2025-01-15 08:00:00,TOTAL,Answerlink,1.0,32,494.23,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.63,0.2,9.0
Historical,2025-01-15 09:00:00,TOTAL,Answerlink,1.0,44,507.09,0.0,30.0,,0.8,0.21,0.85,9,12,0.81,0.69,0.23,12.0
Historical,2025-01-15 10:00:00,TOTAL,Answerlink,1.0,39,455.83,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.62,0.16,11.0
Historical,2025-01-15 11:00:00,TOTAL,Answerlink,1.0,42,513.16,0.0,30.0,,0.8,0.21,0.85,9,12,0.84,0.67,0.19,12.0
Historical,2025-01-15 12:00:00,TOTAL,Answerlink,1.0,45,586.87,0.0,30.0,,0.8,0.21,0.85,11,14,0.87,0.67,0.16,14.0
Historical,2025-01-15 13:00:00,TOTAL,Answerlink,1.0,48,580.51,0.0,30.0,,0.8,0.21,0.85,11,14,0.82,0.7,0.21,14.0
Historical,2025-01-15 14:00:00,TOTAL,Answerlink,1.0,38,593.34,0.0,30.0,,0.8,0.21,0.85,10,13,0.89,0.63,0.13,13.0
Historical,2025-01-15 15:00:00,TOTAL,Answerlink,1.0,39,495.06,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.67,0.23,11.0
Historical,2025-01-15 16:00:00,TOTAL,Answerlink,1.0,25,652.49,0.0,30.0,,0.8,0.21,0.85,7,9,0.8,0.65,0.22,9.0
Historical,2025-01-15 17:00:00,TOTAL,Answerlink,1.0,10,704.84,0.0,30.0,,0.8,0.21,0.85,4,6,0.85,0.49,0.16,6.0
Historical,2025-01-15 18:00:00,TOTAL,Answerlink,1.0,2,1442.5,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.27,0.05,4.0
Historical,2025-01-15 19:00:00,TOTAL,Answerlink,1.0,2,830.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.23,0.09,3.0
Historical,2025-01-15 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-15 21:00:00,TOTAL,Answerlink,1.0,1,343.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.1,0.1,2.0
Historical,2025-01-15 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-15 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-16 07:00:00,TOTAL,Answerlink,1.0,9,474.15,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.4,0.14,4.0
Historical,2025-01-16 08:00:00,TOTAL,Answerlink,1.0,25,478.34,0.0,30.0,,0.8,0.21,0.85,6,8,0.88,0.55,0.15,8.0
Historical,2025-01-16 09:00:00,TOTAL,Answerlink,1.0,41,529.08,0.0,30.0,,0.8,0.21,0.85,9,12,0.83,0.67,0.2,12.0
Historical,2025-01-16 10:00:00,TOTAL,Answerlink,1.0,38,518.08,0.0,30.0,,0.8,0.21,0.85,9,12,0.9,0.61,0.13,12.0
Historical,2025-01-16 11:00:00,TOTAL,Answerlink,1.0,32,495.71,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.63,0.2,9.0
Historical,2025-01-16 12:00:00,TOTAL,Answerlink,1.0,36,534.09,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.67,0.22,11.0
Historical,2025-01-16 13:00:00,TOTAL,Answerlink,1.0,37,425.58,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.62,0.19,9.0
Historical,2025-01-16 14:00:00,TOTAL,Answerlink,1.0,36,508.72,0.0,30.0,,0.8,0.21,0.85,8,11,0.85,0.64,0.18,11.0
Historical,2025-01-16 15:00:00,TOTAL,Answerlink,1.0,45,358.8,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.64,0.21,9.0
Historical,2025-01-16 16:00:00,TOTAL,Answerlink,1.0,20,647.4,0.0,30.0,,0.8,0.21,0.85,6,8,0.82,0.6,0.2,8.0
Historical,2025-01-16 17:00:00,TOTAL,Answerlink,1.0,9,730.89,0.0,30.0,,0.8,0.21,0.85,4,6,0.88,0.46,0.13,6.0
Historical,2025-01-16 18:00:00,TOTAL,Answerlink,1.0,6,493.12,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.27,0.06,4.0
Historical,2025-01-16 19:00:00,TOTAL,Answerlink,1.0,2,471.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.13,0.03,3.0
Historical,2025-01-16 20:00:00,TOTAL,Answerlink,1.0,2,239.5,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-01-16 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-16 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-16 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-17 07:00:00,TOTAL,Answerlink,1.0,5,324.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.22,0.08,3.0
Historical,2025-01-17 08:00:00,TOTAL,Answerlink,1.0,24,474.37,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.53,0.12,8.0
Historical,2025-01-17 09:00:00,TOTAL,Answerlink,1.0,38,570.84,0.0,30.0,,0.8,0.21,0.85,9,12,0.83,0.67,0.2,12.0
Historical,2025-01-17 10:00:00,TOTAL,Answerlink,1.0,42,389.55,0.0,30.0,,0.8,0.21,0.85,7,9,0.81,0.65,0.23,9.0
Historical,2025-01-17 11:00:00,TOTAL,Answerlink,1.0,37,639.89,0.0,30.0,,0.8,0.21,0.85,10,13,0.86,0.66,0.16,13.0
Historical,2025-01-17 12:00:00,TOTAL,Answerlink,1.0,43,505.38,0.0,30.0,,0.8,0.21,0.85,9,12,0.83,0.67,0.2,12.0
Historical,2025-01-17 13:00:00,TOTAL,Answerlink,1.0,44,585.33,0.0,30.0,,0.8,0.21,0.85,11,14,0.89,0.65,0.14,14.0
Historical,2025-01-17 14:00:00,TOTAL,Answerlink,1.0,40,546.25,0.0,30.0,,0.8,0.21,0.85,9,12,0.82,0.67,0.21,12.0
Historical,2025-01-17 15:00:00,TOTAL,Answerlink,1.0,39,510.62,0.0,30.0,,0.8,0.21,0.85,9,12,0.89,0.61,0.13,12.0
Historical,2025-01-17 16:00:00,TOTAL,Answerlink,1.0,9,1032.09,0.0,30.0,,0.8,0.21,0.85,5,7,0.86,0.52,0.14,7.0
Historical,2025-01-17 17:00:00,TOTAL,Answerlink,1.0,12,344.91,0.0,30.0,,0.8,0.21,0.85,3,4,0.89,0.38,0.13,4.0
Historical,2025-01-17 18:00:00,TOTAL,Answerlink,1.0,2,1118.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.86,0.31,0.15,3.0
Historical,2025-01-17 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-17 20:00:00,TOTAL,Answerlink,1.0,1,592.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.84,0.16,0.16,2.0
Historical,2025-01-17 21:00:00,TOTAL,Answerlink,1.0,1,238.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.94,0.07,0.07,2.0
Historical,2025-01-17 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-17 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-18 07:00:00,TOTAL,Answerlink,1.0,4,346.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.19,0.06,3.0
Historical,2025-01-18 08:00:00,TOTAL,Answerlink,1.0,13,596.2,0.0,30.0,,0.8,0.21,0.85,4,6,0.81,0.54,0.21,6.0
Historical,2025-01-18 09:00:00,TOTAL,Answerlink,1.0,8,361.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.96,0.27,0.05,4.0
Historical,2025-01-18 10:00:00,TOTAL,Answerlink,1.0,15,346.38,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.48,0.22,4.0
Historical,2025-01-18 11:00:00,TOTAL,Answerlink,1.0,17,591.06,0.0,30.0,,0.8,0.21,0.85,5,7,0.83,0.56,0.19,7.0
Historical,2025-01-18 12:00:00,TOTAL,Answerlink,1.0,10,374.15,0.0,30.0,,0.8,0.21,0.85,3,4,0.91,0.35,0.1,4.0
Historical,2025-01-18 13:00:00,TOTAL,Answerlink,1.0,10,437.5,0.0,30.0,,0.8,0.21,0.85,3,4,0.87,0.41,0.15,4.0
Historical,2025-01-18 14:00:00,TOTAL,Answerlink,1.0,5,571.75,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.26,0.05,4.0
Historical,2025-01-18 15:00:00,TOTAL,Answerlink,1.0,1,222.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.95,0.06,0.06,2.0
Historical,2025-01-18 16:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-18 17:00:00,TOTAL,Answerlink,1.0,1,228.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.94,0.06,0.06,2.0
Historical,2025-01-18 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-18 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-18 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-18 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 07:00:00,TOTAL,Answerlink,1.0,3,176.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.87,0.15,0.15,2.0
Historical,2025-01-19 08:00:00,TOTAL,Answerlink,1.0,2,705.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.2,0.06,3.0
Historical,2025-01-19 09:00:00,TOTAL,Answerlink,1.0,2,479.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.13,0.03,3.0
Historical,2025-01-19 10:00:00,TOTAL,Answerlink,1.0,10,587.43,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.41,0.1,6.0
Historical,2025-01-19 11:00:00,TOTAL,Answerlink,1.0,5,659.75,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.31,0.07,4.0
Historical,2025-01-19 12:00:00,TOTAL,Answerlink,1.0,4,509.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.89,0.28,0.12,3.0
Historical,2025-01-19 13:00:00,TOTAL,Answerlink,1.0,9,460.24,0.0,30.0,,0.8,0.21,0.85,3,4,0.89,0.38,0.13,4.0
Historical,2025-01-19 14:00:00,TOTAL,Answerlink,1.0,5,521.87,0.0,30.0,,0.8,0.21,0.85,2,3,0.82,0.36,0.19,3.0
Historical,2025-01-19 15:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 16:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 18:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-19 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-21 07:00:00,TOTAL,Answerlink,1.0,10,536.02,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.37,0.07,6.0
Historical,2025-01-21 08:00:00,TOTAL,Answerlink,1.0,26,652.0,0.0,30.0,,0.8,0.21,0.85,8,11,0.89,0.59,0.13,11.0
Historical,2025-01-21 09:00:00,TOTAL,Answerlink,1.0,29,594.11,0.0,30.0,,0.8,0.21,0.85,8,11,0.88,0.6,0.14,11.0
Historical,2025-01-21 10:00:00,TOTAL,Answerlink,1.0,47,522.04,0.0,30.0,,0.8,0.21,0.85,10,13,0.84,0.68,0.19,13.0
Historical,2025-01-21 11:00:00,TOTAL,Answerlink,1.0,47,492.71,0.0,30.0,,0.8,0.21,0.85,10,13,0.88,0.64,0.15,13.0
Historical,2025-01-21 12:00:00,TOTAL,Answerlink,1.0,41,598.16,0.0,30.0,,0.8,0.21,0.85,10,13,0.83,0.68,0.19,13.0
Historical,2025-01-21 13:00:00,TOTAL,Answerlink,1.0,47,521.91,0.0,30.0,,0.8,0.21,0.85,10,13,0.84,0.68,0.19,13.0
Historical,2025-01-21 14:00:00,TOTAL,Answerlink,1.0,45,549.76,0.0,30.0,,0.8,0.21,0.85,10,13,0.83,0.69,0.2,13.0
Historical,2025-01-21 15:00:00,TOTAL,Answerlink,1.0,30,679.87,0.0,30.0,,0.8,0.21,0.85,9,12,0.87,0.63,0.15,12.0
Historical,2025-01-21 16:00:00,TOTAL,Answerlink,1.0,22,907.52,0.0,30.0,,0.8,0.21,0.85,9,12,0.88,0.62,0.14,12.0
Historical,2025-01-21 17:00:00,TOTAL,Answerlink,1.0,13,494.56,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.45,0.13,6.0
Historical,2025-01-21 18:00:00,TOTAL,Answerlink,1.0,6,571.87,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.32,0.08,4.0
Historical,2025-01-21 19:00:00,TOTAL,Answerlink,1.0,2,793.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.22,0.08,3.0
Historical,2025-01-21 20:00:00,TOTAL,Answerlink,1.0,2,164.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.92,0.09,0.09,2.0
Historical,2025-01-21 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-21 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-21 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-22 07:00:00,TOTAL,Answerlink,1.0,3,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-22 08:00:00,TOTAL,Answerlink,1.0,24,542.08,0.0,30.0,,0.8,0.21,0.85,6,8,0.83,0.6,0.2,8.0
Historical,2025-01-22 09:00:00,TOTAL,Answerlink,1.0,29,571.28,0.0,30.0,,0.8,0.21,0.85,8,11,0.9,0.58,0.12,11.0
Historical,2025-01-22 10:00:00,TOTAL,Answerlink,1.0,31,500.42,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.62,0.18,9.0
Historical,2025-01-22 11:00:00,TOTAL,Answerlink,1.0,32,776.51,0.0,30.0,,0.8,0.21,0.85,10,13,0.82,0.69,0.21,13.0
Historical,2025-01-22 12:00:00,TOTAL,Answerlink,1.0,42,742.77,0.0,30.0,,0.8,0.21,0.85,12,16,0.81,0.72,0.22,16.0
Historical,2025-01-22 13:00:00,TOTAL,Answerlink,1.0,32,630.29,0.0,30.0,,0.8,0.21,0.85,9,12,0.88,0.62,0.14,12.0
Historical,2025-01-22 14:00:00,TOTAL,Answerlink,1.0,33,454.08,0.0,30.0,,0.8,0.21,0.85,7,9,0.87,0.59,0.16,9.0
Historical,2025-01-22 15:00:00,TOTAL,Answerlink,1.0,26,581.82,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.6,0.17,9.0
Historical,2025-01-22 16:00:00,TOTAL,Answerlink,1.0,22,553.95,0.0,30.0,,0.8,0.21,0.85,6,8,0.86,0.56,0.16,8.0
Historical,2025-01-22 17:00:00,TOTAL,Answerlink,1.0,11,526.26,0.0,30.0,,0.8,0.21,0.85,4,6,0.92,0.4,0.09,6.0
Historical,2025-01-22 18:00:00,TOTAL,Answerlink,1.0,6,409.14,0.0,30.0,,0.8,0.21,0.85,2,3,0.84,0.34,0.17,3.0
Historical,2025-01-22 19:00:00,TOTAL,Answerlink,1.0,2,478.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.13,0.03,3.0
Historical,2025-01-22 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-22 21:00:00,TOTAL,Answerlink,1.0,1,544.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.86,0.15,0.15,2.0
Historical,2025-01-22 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-22 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-23 07:00:00,TOTAL,Answerlink,1.0,4,375.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.21,0.07,3.0
Historical,2025-01-23 08:00:00,TOTAL,Answerlink,1.0,25,366.48,0.0,30.0,,0.8,0.21,0.85,5,7,0.89,0.51,0.14,7.0
Historical,2025-01-23 09:00:00,TOTAL,Answerlink,1.0,46,462.11,0.0,30.0,,0.8,0.21,0.85,9,12,0.85,0.66,0.18,12.0
Historical,2025-01-23 10:00:00,TOTAL,Answerlink,1.0,26,728.99,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.66,0.21,11.0
Historical,2025-01-23 11:00:00,TOTAL,Answerlink,1.0,29,633.34,0.0,30.0,,0.8,0.21,0.85,8,11,0.84,0.64,0.18,11.0
Historical,2025-01-23 12:00:00,TOTAL,Answerlink,1.0,35,597.23,0.0,30.0,,0.8,0.21,0.85,9,12,0.86,0.65,0.17,12.0
Historical,2025-01-23 13:00:00,TOTAL,Answerlink,1.0,25,846.8,0.0,30.0,,0.8,0.21,0.85,9,12,0.84,0.65,0.18,12.0
Historical,2025-01-23 14:00:00,TOTAL,Answerlink,1.0,27,530.09,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.57,0.13,9.0
Historical,2025-01-23 15:00:00,TOTAL,Answerlink,1.0,27,473.99,0.0,30.0,,0.8,0.21,0.85,6,8,0.84,0.59,0.19,8.0
Historical,2025-01-23 16:00:00,TOTAL,Answerlink,1.0,18,698.13,0.0,30.0,,0.8,0.21,0.85,6,8,0.84,0.58,0.18,8.0
Historical,2025-01-23 17:00:00,TOTAL,Answerlink,1.0,9,839.63,0.0,30.0,,0.8,0.21,0.85,4,6,0.81,0.52,0.2,6.0
Historical,2025-01-23 18:00:00,TOTAL,Answerlink,1.0,11,386.71,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.14,4.0
Historical,2025-01-23 19:00:00,TOTAL,Answerlink,1.0,3,521.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.22,0.08,3.0
Historical,2025-01-23 20:00:00,TOTAL,Answerlink,1.0,1,165.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.96,0.05,0.05,2.0
Historical,2025-01-23 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-23 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-23 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-01-24 07:00:00,TOTAL,Answerlink,1.0,4,328.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.18,0.06,3.0
Historical,2025-01-24 08:00:00,TOTAL,Answerlink,1.0,10,658.82,0.0,30.0,,0.8,0.21,0.85,4,6,0.88,0.46,0.13,6.0
Historical,2025-01-24 09:00:00,TOTAL,Answerlink,1.0,24,481.4,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.53,0.13,8.0
